"id","case_","utm.easting","utm.northing","location-long","location-lat","timestamp","LandClass","Elevation","PopDens","landC","elev","popD","used"
74,1,590130.626404087,4732941.93126572,-73.8987875,42.7437024,2011-02-11 18:06:13,"50",110.317766400079,89.9576448500085,"forest",-0.67663057607685,-0.386684285283443,"used"
74,1,590146.985796309,4732934.13701242,-73.8985889,42.7436303,2011-02-11 18:06:13,"50",112.50053818398,89.5226207697902,"forest",-0.660432638135001,-0.388092566038491,"used"
74,1,590143.720673762,4732927.77487324,-73.8986298,42.7435734,2011-02-11 18:06:13,"50",112.427415731223,90.242165364909,"forest",-0.66097526607286,-0.385763221867024,"used"
74,1,590128.973952254,4732943.09809058,-73.8988075,42.7437131,2011-02-11 18:06:13,"50",110.037102119984,89.9729135667628,"forest",-0.678713332792419,-0.386634856663427,"used"
74,1,590138.267420138,4732939.16551049,-73.8986946,42.7436766,2011-02-11 18:06:13,"50",111.461900025621,89.681929089331,"forest",-0.668140176118229,-0.387576845528455,"used"
74,1,590135.816058841,4732933.80246117,-73.8987254,42.7436286,2011-02-11 18:06:13,"50",111.602704262377,90.2666366769495,"forest",-0.667095294419768,-0.385684002165484,"used"
74,1,590131.479866128,4732939.88771898,-73.8987774,42.7436839,2011-02-11 18:06:13,"50",110.574827625618,90.0638562316662,"forest",-0.674722973179815,-0.386340452719783,"used"
74,1,590133.057853409,4732943.17358409,-73.8987576,42.7437133,2011-02-11 18:06:13,"50",110.508285196829,89.701330435907,"forest",-0.675216772000186,-0.387514038561559,"used"
74,1,590124.081427438,4732922.17647079,-73.8988706,42.7435253,2011-02-11 18:06:13,"50",110.425082828843,91.9320027745404,"forest",-0.675834201088832,-0.380292799397653,"used"
74,1,590133.916471395,4732932.57818744,-73.8987488,42.7436178,2011-02-11 18:06:13,"50",111.452655974328,90.4856907944017,"forest",-0.668208774480311,-0.384974869701445,"used"
74,1,590136.398267033,4732931.84422699,-73.8987186,42.7436109,2011-02-11 18:06:13,"50",111.838016358427,90.3849386574942,"forest",-0.665349087712818,-0.385301029336942,"used"
74,1,590136.367687411,4732939.20736219,-73.8987178,42.7436772,2011-02-11 18:06:13,"50",111.225380313614,89.801473005081,"forest",-0.669895344315552,-0.387189852247878,"used"
74,1,590140.027793214,4732939.7660114,-73.898673,42.7436818,2011-02-11 18:06:13,"50",111.624858144016,89.5201367040863,"forest",-0.666930894640269,-0.388100607574775,"used"
74,1,590133.589581645,4732936.92762596,-73.8987521,42.743657,2011-02-11 18:06:13,"50",111.065568912077,90.1618979558162,"forest",-0.671081274600885,-0.386023067362074,"used"
74,1,590141.678010133,4732935.63375471,-73.8986535,42.7436444,2011-02-11 18:06:13,"50",112.200967584059,89.743811241005,"forest",-0.662655695086032,-0.387376517667892,"used"
74,1,590133.456629415,4732913.23596986,-73.8987575,42.7434437,2011-02-11 18:06:13,"50",110.881409439994,92.0475509385073,"forest",-0.672447887327973,-0.379918741355822,"used"
74,1,590131.942640889,4732931.39737119,-73.8987731,42.7436074,2011-02-11 18:06:13,"50",111.241604070401,90.7056579456635,"forest",-0.669774950874717,-0.384262781520695,"used"
74,1,590137.854214679,4732931.30790395,-73.8987009,42.7436059,2011-02-11 18:06:13,"50",111.998255929619,90.3344065173585,"forest",-0.664159980061189,-0.385464614397403,"used"
74,1,590134.757328864,4732932.75575388,-73.8987385,42.7436193,2011-02-11 18:06:13,"50",111.549279528109,90.4176914799747,"forest",-0.667491749301866,-0.38519500033379,"used"
74,1,590133.534100217,4732936.16056145,-73.8987529,42.7436501,2011-02-11 18:06:13,"50",111.11924535834,90.2262754229697,"forest",-0.67068295181152,-0.385814661546916,"used"
74,1,590119.153260722,4732936.61712191,-73.8989285,42.7436559,2011-02-11 18:06:13,"50",109.153105648095,91.1173802151157,"forest",-0.685273303971305,-0.382929934501737,"used"
74,1,590461.585841562,4733121.23842561,-73.8947159,42.7452779,2011-02-11 18:06:13,"50",99.0477099856087,56.2622866994555,"forest",-0.760263540250745,-0.495764509978262,"used"
74,1,590655.76433822,4733111.92229422,-73.8923453,42.7451711,2011-02-11 18:06:13,"50",109.847880000001,56.4503566019071,"forest",-0.680117514475232,-0.495155681096666,"used"
74,1,590845.335973651,4733096.9200633,-73.8900319,42.7450136,2011-02-11 18:06:13,"50",105.097920000017,56.8041135192084,"forest",-0.715366072237198,-0.494010482287556,"used"
74,1,591525.901193364,4733347.41327121,-73.8816776,42.7471881,2011-02-11 18:06:13,"50",100.911685017645,174.793382547855,"forest",-0.746431332909246,-0.112049978418837,"used"
74,1,591941.14038271,4733504.1646272,-73.8765794,42.7485498,2011-02-11 18:06:13,"50",98.0820372096004,328.83247589833,"forest",-0.767429615885993,0.38661274062337,"used"
74,1,591996.414173557,4733639.62223173,-73.8758821,42.7497628,2011-02-11 18:06:13,"50",85.0179774143817,376.687408046767,"forest",-0.864375540967279,0.541531015365648,"used"
74,1,591940.345021357,4733479.05339739,-73.8765932,42.7483238,2011-02-11 18:06:13,"50",98.3771569536344,322.617651550386,"forest",-0.76523958789748,0.366493814055397,"used"
74,1,591940.7776526,4733508.04706677,-73.8765832,42.7485848,2011-02-11 18:06:13,"50",98.0377970687953,329.58795166888,"forest",-0.767757913631357,0.38905840291415,"used"
74,1,591962.145104453,4733528.10105382,-73.8763189,42.7487628,2011-02-11 18:06:13,"50",95.7624096832752,342.731540968656,"forest",-0.784643134494191,0.431607458713172,"used"
74,1,591951.331301194,4733520.16033814,-73.8764523,42.7486926,2011-02-11 18:06:13,"50",97.413280000014,336.668773799981,"forest",-0.772392337073312,0.411980778917203,"used"
74,1,591940.937095715,4733513.90230381,-73.8765803,42.7486375,2011-02-11 18:06:13,"50",97.8099999999882,331.01994384964,"forest",-0.769448352737766,0.39369411647863,"used"
74,1,592067.760211137,4733228.62228951,-73.8750774,42.7460537,2011-02-11 18:06:13,"50",100.028741369538,347.507974300081,"forest",-0.752983491281311,0.447069957099561,"used"
74,1,592166.845806742,4732743.01329841,-73.8739461,42.7416695,2011-02-11 18:06:13,"50",99.5517855439966,267.369198441996,"forest",-0.756522890553423,0.187640879708256,"used"
74,1,592165.806577912,4732562.55254529,-73.8739882,42.7400448,2011-02-11 18:06:13,"50",94.0660191743969,211.166250207966,"forest",-0.79723172868009,0.00569800809706336,"used"
74,1,592353.178541959,4732583.76894311,-73.871696,42.7402133,2011-02-11 18:06:13,"50",96.0565762559967,286.537367349753,"forest",-0.78246017981031,0.249692992705667,"used"
74,1,592348.283070482,4732373.65776454,-73.8717901,42.7383221,2011-02-11 18:06:13,"50",95.5072700816299,200.972219604397,"forest",-0.78653647738255,-0.0273025952446449,"used"
74,1,592299.783036279,4732013.91526802,-73.8724412,42.7350889,2011-02-11 18:06:13,"50",93.1040539328335,115.336290304257,"forest",-0.804370291401116,-0.304527320628831,"used"
74,1,592692.15618437,4731609.03802355,-73.8677151,42.7313962,2011-02-11 18:06:13,"50",99.0381976896046,147.126539014764,"forest",-0.760334129206262,-0.201614407314407,"used"
74,1,592697.262315882,4731583.62824168,-73.8676569,42.7311668,2011-02-11 18:06:13,"50",97.2972782463829,139.393498692881,"forest",-0.773253164219934,-0.226648175233304,"used"
74,1,592787.71918678,4731207.51048984,-73.8666138,42.7277694,2011-02-11 18:06:13,"50",93.5403601024351,63.6410171038685,"forest",-0.801132545563012,-0.471877731067064,"used"
74,1,593105.418147709,4730856.14160953,-73.8627917,42.7245673,2011-02-11 18:06:13,"70",99.0246141472131,72.3581789678752,"forest",-0.760434930113765,-0.44365811783196,"used"
74,1,593402.890016273,4730217.36608361,-73.8592644,42.7187798,2011-02-11 18:06:13,"50",97.0754907903982,68.4802430073253,"forest",-0.774899007122439,-0.456211957563797,"used"
74,1,593927.754969987,4730228.45226539,-73.8528536,42.7188156,2011-02-11 18:06:13,"50",95.4616177663293,211.608330870735,"forest",-0.786875254608642,0.00712913275858483,"used"
74,1,594325.078166935,4730143.90929433,-73.8480161,42.7180057,2011-02-11 18:06:13,"70",87.7179200000448,648.129115560967,"forest",-0.844339775995561,1.4202550910944,"used"
74,1,594309.024660971,4730160.25015446,-73.8482094,42.7181548,2011-02-11 18:06:13,"50",87.908488089624,640.096710066034,"forest",-0.842925606126101,1.39425220392186,"used"
74,1,594303.9177137,4730161.20230208,-73.8482716,42.718164,2011-02-11 18:06:13,"50",88.3356049920508,634.882971896789,"forest",-0.839756052107466,1.37737404140285,"used"
74,1,594299.829066555,4730140.93265722,-73.8483249,42.717982,2011-02-11 18:06:13,"70",90.711359328011,618.399543652982,"forest",-0.82212602702523,1.32401309926531,"used"
74,1,594301.951917794,4730158.82090758,-73.848296,42.7181428,2011-02-11 18:06:13,"50",88.7389847040622,631.256526838089,"forest",-0.836762647304291,1.36563434004461,"used"
74,1,594297.420734798,4730160.79160658,-73.848351,42.7181611,2011-02-11 18:06:13,"50",89.0267545439653,627.285821060748,"forest",-0.83462716156883,1.35278018142567,"used"
74,1,594350.087528737,4730178.85845773,-73.8477049,42.7183173,2011-02-11 18:06:13,"50",88.4670000000312,698.673934479198,"forest",-0.838780994522045,1.58388119591647,"used"
74,1,594271.473841645,4730156.13957605,-73.8486686,42.7181224,2011-02-11 18:06:13,"50",92.0872428544471,595.356505905551,"forest",-0.811915854738413,1.24941707556643,"used"
74,1,594279.017452957,4730144.65831954,-73.8485784,42.7180181,2011-02-11 18:06:13,"70",92.6943562751452,597.467218041368,"forest",-0.807410580488186,1.25624997382536,"used"
74,1,594299.509133377,4730141.5724727,-73.8483287,42.7179878,2011-02-11 18:06:13,"70",90.6857885855891,618.419656775296,"forest",-0.822315782684494,1.32407821042666,"used"
74,1,594395.292314921,4730035.62362409,-73.8471768,42.7170221,2011-02-11 18:06:13,"70",100.321307302342,648.678359504378,"forest",-0.750812414644526,1.42203312985249,"used"
74,1,594675.475187025,4730320.82740774,-73.843708,42.7195555,2011-02-11 18:06:13,"50",92.1215507199889,971.895716175958,"forest",-0.811661262535481,2.46836781291098,"used"
74,1,594677.013690746,4730322.70326843,-73.8436889,42.7195722,2011-02-11 18:06:13,"50",91.9866279903659,972.856278696098,"forest",-0.812662498678214,2.47147739183464,"used"
74,1,594548.418234501,4730545.79560941,-73.8452219,42.7215967,2011-02-11 18:06:13,"50",96.7988918191648,1075.88671827733,"forest",-0.776951595947282,2.80501245769482,"used"
74,1,594424.430824147,4730793.03210714,-73.8466947,42.723838,2011-02-11 18:06:13,"190",94.0369770880017,898.333789316665,"other",-0.797447244528609,2.23022962559915,"used"
74,1,594405.812534165,4730810.78154217,-73.8469191,42.7240001,2011-02-11 18:06:13,"190",95.2376088463923,867.998045907573,"other",-0.788537582576376,2.13202530639996,"used"
74,1,594441.175429567,4730764.98356721,-73.8464949,42.7235834,2011-02-11 18:06:13,"50",94.0997599999929,929.696794115431,"forest",-0.796981344373703,2.33175944449196,"used"
74,1,594440.777663044,4730774.91849294,-73.8464981,42.7236729,2011-02-11 18:06:13,"190",94.1349854895922,926.072697662865,"other",-0.796719942655618,2.32002734615381,"used"
74,1,594462.008853933,4730770.32168272,-73.8462396,42.7236289,2011-02-11 18:06:13,"190",95.5731070272032,956.516943363381,"other",-0.786047913820137,2.41858291415931,"used"
74,1,594439.680901285,4730789.86402931,-73.846509,42.7238076,2011-02-11 18:06:13,"190",94.4014975360181,919.951165595669,"other",-0.79474220699832,2.30021042981825,"used"
74,1,594438.950937934,4730778.55869891,-73.8465198,42.7237059,2011-02-11 18:06:13,"190",94.180420412807,922.456399578806,"other",-0.796382778655215,2.3083204930671,"used"
74,1,594439.091801789,4730798.81896548,-73.8465147,42.7238883,2011-02-11 18:06:13,"190",94.5459201904109,916.382682439194,"other",-0.793670473704668,2.28865836550159,"used"
74,1,594438.961157589,4730791.59792496,-73.8465175,42.7238233,2011-02-11 18:06:13,"190",94.4102035599968,918.439651578532,"other",-0.794677601235516,2.29531728436237,"used"
74,1,594443.283979006,4730786.87005738,-73.8464655,42.7237802,2011-02-11 18:06:13,"190",94.4408350240274,925.767324845065,"other",-0.794450290915172,2.3190387786653,"used"
74,1,594445.002932395,4730798.9108254,-73.8464425,42.7238884,2011-02-11 18:06:13,"190",94.8055796800434,924.333778750508,"other",-0.791743589579584,2.31439803469677,"used"
74,1,594440.80683753,4730787.1694131,-73.8464957,42.7237832,2011-02-11 18:06:13,"190",94.3813021695974,922.313041319632,"other",-0.794892073005572,2.30785640685521,"used"
74,1,594440.406574407,4730785.89779872,-73.8465008,42.7237718,2011-02-11 18:06:13,"190",94.34542197761,922.164161180132,"other",-0.795158333146665,2.30737444494827,"used"
74,1,594439.528564575,4730784.23092879,-73.8465118,42.7237569,2011-02-11 18:06:13,"190",94.2926087967998,921.488068768219,"other",-0.795550249805834,2.30518576626213,"used"
74,1,594443.670339678,4730781.96624164,-73.8464616,42.723736,2011-02-11 18:06:13,"190",94.3319127040195,927.820960615366,"other",-0.795258582919395,2.32568690658443,"used"
74,1,594456.901084574,4730790.5435552,-73.8462986,42.7238116,2011-02-11 18:06:13,"190",94.9930773888251,943.072735354602,"other",-0.790352204427235,2.37506068110011,"used"
74,1,594472.683750329,4730805.93076339,-73.8461033,42.7239482,2011-02-11 18:06:13,"190",95.4652674528584,959.397255813555,"other",-0.786848170972899,2.42790719935766,"used"
74,1,594448.823039398,4730769.84164748,-73.8464007,42.7236262,2011-02-11 18:06:13,"190",94.0520103135938,938.644446253303,"other",-0.797335685795349,2.36072521186352,"used"
74,1,594438.969858399,4730783.16817444,-73.8465188,42.7237474,2011-02-11 18:06:13,"190",94.2611774848104,921.057579206953,"other",-0.795783495647104,2.30379216486867,"used"
74,1,594419.484055083,4730811.0682136,-73.8467521,42.724001,2011-02-11 18:06:13,"190",95.4902687840162,886.266368661862,"other",-0.786662640807288,2.19116439439931,"used"
74,1,594434.89978872,4730787.37748959,-73.8465678,42.7237858,2011-02-11 18:06:13,"190",94.2238309696,914.234938220706,"other",-0.796060637096423,2.28170558521379,"used"
74,1,594425.943923118,4730802.75989616,-73.8466746,42.7239254,2011-02-11 18:06:13,"190",94.5220060736066,897.446346866671,"other",-0.793847935857508,2.22735675446312,"used"
74,1,594621.049082329,4730656.43314354,-73.8443165,42.7225839,2011-02-11 18:06:13,"50",99.4056007519739,1051.1303967182,"forest",-0.757607700338253,2.7248701097126,"used"
74,1,594567.293563079,4730766.76314661,-73.8449545,42.7235839,2011-02-11 18:06:13,"50",95.1959199999949,1022.99365757515,"forest",-0.788846947646877,2.63378451227837,"used"
74,1,594571.718520497,4730762.35884361,-73.8449012,42.7235437,2011-02-11 18:06:13,"50",95.4853600000036,1025.13581786766,"forest",-0.786699067968108,2.64071921601397,"used"
74,1,594573.536320991,4730749.20023255,-73.8448812,42.723425,2011-02-11 18:06:13,"50",96.340000000023,1028.38162523779,"forest",-0.780356945633083,2.65122669884492,"used"
74,1,594273.160955717,4730195.17981189,-73.8486415,42.7184737,2011-02-11 18:06:13,"50",90.0094759839868,618.703691180275,"forest",-0.827334571011722,1.3249977001848,"used"
74,1,593785.176938572,4729759.12197781,-73.8546723,42.7146073,2011-02-11 18:06:13,"50",95.3755475168173,117.278369236606,"forest",-0.787513965705477,-0.298240329840094,"used"
74,1,593684.10763106,4729605.21548152,-73.8559318,42.7132339,2011-02-11 18:06:13,"50",95.5820703391621,131.801827436296,"forest",-0.785981398771732,-0.251224296453846,"used"
74,1,593677.480309867,4729603.50416,-73.856013,42.7132193,2011-02-11 18:06:13,"50",96.0280756640419,132.047971799848,"forest",-0.782671677330662,-0.250427466149693,"used"
74,1,593768.412631763,4730163.71548108,-73.85481,42.7182522,2011-02-11 18:06:13,"50",93.0239200000017,82.4667955604074,"forest",-0.804964950210901,-0.410934020811223,"used"
74,1,593334.437759661,4730360.84826845,-73.8600766,42.72008,2011-02-11 18:06:13,"50",95.7914188799913,50.4694672082809,"forest",-0.78442786271378,-0.514517302243907,"used"
74,1,593101.72884139,4730793.22921807,-73.8628471,42.7240013,2011-02-11 18:06:13,"70",102.904512236784,65.9893935176195,"forest",-0.731642937776724,-0.464275454642656,"used"
74,1,592962.354646953,4731149.45988623,-73.8644906,42.7272256,2011-02-11 18:06:13,"140",93.3302994943704,82.8318570085825,"grass",-0.80269136573769,-0.409752226434192,"used"
74,1,592730.562851648,4731263.18658241,-73.8673027,42.7282776,2011-02-11 18:06:13,"50",99.4515105792298,58.3360631519,"forest",-0.757267012164484,-0.489051181679783,"used"
74,1,592331.280053791,4731458.03538863,-73.8721472,42.7300801,2011-02-11 18:06:13,"50",103.462400537642,36.0855662349517,"forest",-0.727502953861578,-0.561081554303445,"used"
74,1,592059.430925964,4731971.83658252,-73.8753837,42.7347389,2011-02-11 18:06:13,"100",97.1773199999966,77.80620858055,"forest",-0.774143351753468,-0.426021495848619,"used"
74,1,592063.178803974,4731974.44099629,-73.8753375,42.7347619,2011-02-11 18:06:13,"100",97.4271600000111,78.5009563724491,"forest",-0.772289336209802,-0.423772425074301,"used"
74,1,592043.347900177,4732297.83016699,-73.8755271,42.737676,2011-02-11 18:06:13,"50",94.8384799999758,102.643307388902,"forest",-0.791499442507287,-0.345617651892506,"used"
74,1,592127.184142923,4732572.81072898,-73.8744583,42.7401418,2011-02-11 18:06:13,"50",92.4152227424126,200.287519872589,"forest",-0.809481977816133,-0.0295191379583433,"used"
74,1,592138.443397362,4732549.90383296,-73.8743245,42.7399342,2011-02-11 18:06:13,"50",93.2368800000018,197.651211516282,"forest",-0.803384614195225,-0.0380535214359102,"used"
74,1,592144.98685709,4732527.63376896,-73.8742482,42.7397329,2011-02-11 18:06:13,"50",93.9615599999919,193.344055110737,"forest",-0.798006900522125,-0.0519968541173248,"used"
74,1,592188.426359185,4732561.94358642,-73.873712,42.7400366,2011-02-11 18:06:13,"50",93.5107352319525,219.065287557302,"forest",-0.801352386142386,0.0312691495311009,"used"
74,1,592167.063336942,4732547.50893289,-73.8739753,42.7399092,2011-02-11 18:06:13,"50",94.7047200000017,206.980079587419,"forest",-0.792492050252477,-0.00785366361569564,"used"
74,1,592208.306809288,4732575.20344947,-73.873467,42.7401536,2011-02-11 18:06:13,"50",90.911431296014,230.531722153311,"forest",-0.820641330665528,0.0683888399226553,"used"
74,1,592167.601501597,4732533.55527592,-73.873971,42.7397835,2011-02-11 18:06:13,"50",95.1881999999908,202.867422776566,"forest",-0.788904236311638,-0.0211673529083318,"used"
74,1,592136.677395349,4732511.0520608,-73.8743524,42.7395846,2011-02-11 18:06:13,"50",93.5045600000064,185.666008139123,"forest",-0.801398211374587,-0.0768525949329862,"used"
74,1,592195.103827225,4732571.36212342,-73.8736289,42.7401206,2011-02-11 18:06:13,"50",92.2875636063767,224.488548024435,"forest",-0.810429312200091,0.0488255876520498,"used"
74,1,592190.029145464,4732538.76354862,-73.8736962,42.7398277,2011-02-11 18:06:13,"50",94.663195830373,212.227051388452,"forest",-0.79280019328772,0.00913208440534706,"used"
74,1,591451.768568654,4733293.82013426,-73.8825919,42.7467144,2011-02-11 18:06:13,"50",101.330839999998,143.948845460499,"forest",-0.743320862798605,-0.211901388843489,"used"
74,1,590735.209146811,4733823.54317663,-73.8912606,42.751569,2011-02-11 18:06:13,"50",96.5381599999868,337.884558381209,"forest",-0.778886437627782,0.415916574901573,"used"
74,1,590677.227496722,4733946.84048264,-73.8919492,42.752686,2011-02-11 18:06:13,"50",102.410823551878,346.321169824384,"forest",-0.735306508443932,0.443227976898625,"used"
74,1,590540.007718363,4733755.05374412,-73.8936564,42.7509754,2011-02-11 18:06:13,"50",101.860400000002,183.963097332938,"forest",-0.739391097864035,-0.0823653392268416,"used"
74,1,590555.184592991,4733687.51466189,-73.8934818,42.7503655,2011-02-11 18:06:13,"50",94.9474000000228,176.097362068226,"forest",-0.790691167719056,-0.107828673560051,"used"
74,1,590270.000414776,4733843.52496211,-73.896941,42.7518038,2011-02-11 18:06:13,"50",104.474678367945,72.9251199969528,"forest",-0.71999103090376,-0.441822789221883,"used"
74,1,589923.264927216,4734099.31341095,-73.9011365,42.7541476,2011-02-11 18:06:13,"50",104.32008000008,58.8124731936946,"forest",-0.721138276248903,-0.487508924310871,"used"
74,1,589825.534625533,4733983.22365294,-73.902349,42.7531138,2011-02-11 18:06:13,"50",103.905404096073,58.507244612622,"forest",-0.724215507963473,-0.488497024869349,"used"
74,1,589575.063756225,4734275.13365171,-73.9053629,42.7557714,2011-02-11 18:06:13,"50",99.2912838623997,70.8044881744257,"forest",-0.758456024426316,-0.448687799964985,"used"
74,1,589033.373090521,4734591.06809745,-73.9119316,42.7586791,2011-02-11 18:06:13,"50",101.708999999998,154.386980143664,"forest",-0.740514608724195,-0.178110560102417,"used"
74,1,588738.623647168,4734301.77393372,-73.9155785,42.7561085,2011-02-11 18:06:13,"50",97.9080000000374,158.78456144471,"forest",-0.76872111321103,-0.163874499625226,"used"
74,1,588480.215423887,4734515.76471498,-73.9187023,42.7580651,2011-02-11 18:06:13,"50",101.614279700752,286.242029792599,"forest",-0.74121751020951,0.248736911842799,"used"
74,1,588104.303487875,4734790.57090356,-73.9232526,42.7605827,2011-02-11 18:06:13,"50",99.0977200000032,465.681670489031,"forest",-0.759892425361132,0.829627497390795,"used"
74,1,587922.054242585,4734873.0666732,-73.9254667,42.7613464,2011-02-11 18:06:13,"50",97.299746534397,485.070277277882,"forest",-0.773234847519869,0.892393222438078,"used"
